ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0051924	regulation of calcium ion transport	73/4017	253/18434	0.288537549407115	1.32409788045077	2.73992734156051	0.00479928917724539	0.0380225588988068	0.0299053090475682	OPRD1/GSTM2/CASQ2/ATP1A2/XCL1/ATP1B1/GJC2/RYR2/ADRA2A/PLPP4/CALCA/F2/PACSIN3/APLNR/P2RX3/NOS1/PLA2G1B/PRKD1/AKAP6/LGALS3/BDKRB1/ATP2C2/TRPV3/P2RX1/STAC2/HAP1/HCRT/CRHR1/ACE/GRIN3B/CBARP/TMEM38A/F2RL3/HOMER3/TGFB1/KCNN4/HRC/CACNG6/LHCGR/BIN1/GCG/GPR35/PRNP/JPH2/SEMG1/NTSR1/STAC/CACNA1D/CASR/MYLK/CXCL10/SNCA/SPINK1/CAMK2A/STC2/DRD1/KCNK16/PLN/TRDN/TSPAN13/NPSR1/CAMK2B/CACNA2D1/EPO/PIK3CG/CAV1/NOS3/LYN/TMC1/WNK3/CXCR3/PLP1/G6PD	73
GO:0016055	Wnt signaling pathway	127/4017	473/18434	0.268498942917548	1.23214078012001	2.69977910441027	0.00480466137393248	0.0380225588988068	0.0299053090475682	CTNNBIP1/DRAXIN/ARHGEF19/WNT4/ROR1/CELSR2/WNT2B/VANGL2/MYOC/MARK1/WNT9A/WNT3A/BAMBI/HHEX/SFRP5/TCF7L2/GRK5/LGR4/TMEM132A/CCND1/FOLR1/TSKU/AMOTL1/DRD2/PTPRO/PRICKLE1/WNT10B/IGFBP6/RARG/GLI1/LGR5/FZD10/AMER2/SHISA2/EDNRB/GPC5/GSC/GSKIP/MIR203A/PYGO1/KREMEN2/GPRC5B/CDH3/NXN/DVL2/SHISA6/HNF1B/SOST/DLX3/COL1A1/NOG/AXIN2/SOX9/NOTUM/CDH2/TLE6/TGFB1/SDC1/VAX2/TRABD2A/TCF7L1/AMER3/LYPD6/NR4A2/FRZB/TMEM237/FZD7/FZD5/WNT6/WNT10A/APCDD1L/TIAM1/KREMEN1/SOX10/WNT7B/CELSR1/WNT7A/CELSR3/WNT5A/PPP2R3A/SIAH2/TNIK/SOX2/DVL3/SHISA3/CXXC4/LEF1/JADE1/TMEM131L/SFRP2/TERT/FGF10/ISL1/ZBED3/MCC/WNT8A/SOX30/NKX2-5/DCDC2/POU5F1/PTK7/TPBG/TBX18/CD24/SOSTDC1/GLI3/HECW1/IGFBP1/EGFR/FZD9/MAGI2/CDK14/FZD1/DLX5/MDFIC/CAV1/SHH/SOX7/SFRP1/SNAI2/FZD6/TLE4/ROR2/NDP/CITED1/MIR224/PCDH11Y	127
GO:0086009	membrane repolarization	22/4017	59/18434	0.372881355932203	1.7111513356371	2.88792453342438	0.00480961671775038	0.0380225588988068	0.0299053090475682	CASQ2/ATP1A2/ADCY10/ATP1B1/KCNQ1/KCNE3/SCN4B/KCNA1/NOS1/AKAP6/KCNH6/KCNJ3/KCNE2/CACNA1D/ATP1B3/KCNK16/GJA1/AKAP7/CACNA2D1/CAV1/KCND2/FLNA	22
GO:0002691	regulation of cellular extravasation	17/4017	42/18434	0.404761904761905	1.8574510710433	2.9365066684575	0.00482826144746752	0.0380225588988068	0.0299053090475682	FADD/FUT4/PDGFD/RIPK3/CHST4/CCL25/IL27RA/PLVAP/CCR2/CHST2/CCL28/MIR146A/RIPOR2/FUT9/CCL21/GCNT1/XG	17
GO:0032094	response to food	17/4017	42/18434	0.404761904761905	1.8574510710433	2.9365066684575	0.00482826144746752	0.0380225588988068	0.0299053090475682	CHRFAM7A/CYP1A1/SCNN1B/HSD11B2/GAST/MC4R/GDF15/PRKCG/CPS1/GHRH/GHRL/GHR/CARTPT/CLPSL2/CLPSL1/LEP/G6PD	17
GO:0050433	regulation of catecholamine secretion	17/4017	42/18434	0.404761904761905	1.8574510710433	2.9365066684575	0.00482826144746752	0.0380225588988068	0.0299053090475682	SNCG/ADRA2A/DRD2/HTR2A/CHGA/CHRFAM7A/FFAR3/CHRNA4/GRM2/P2RY1/SNCA/GDNF/CARTPT/HTR1B/FGF20/CHRNA6/OPRK1	17
GO:1902414	protein localization to cell junction	39/4017	121/18434	0.322314049586777	1.47909813046618	2.79092966466111	0.0049641034158662	0.0390414791406486	0.0307067049980143	CLSTN1/C1QL3/HRAS/STX3/NRXN2/NECTIN1/GRIP1/NETO2/CDH5/NLGN2/ARHGAP44/ERBB2/PECAM1/NPTX1/BAIAP2/DSG3/NETO1/TJP3/NPHS1/SHANK1/NRXN1/C1QL2/MPP4/CACNG2/WNT7A/BSN/CACNA2D2/WNT5A/NECTIN3/TMEM108/SLITRK3/NLGN1/CPLX1/NSG1/DSP/VWC2/HSPB1/OLFM1/FLNA	39
GO:0022401	negative adaptation of signaling pathway	10/4017	20/18434	0.5	2.29449838187702	3.05741166706163	0.00500578283397604	0.0391655557307724	0.030804293084684	ADM/CALCA/APLNR/ARRB1/GRM5/DRD2/NECAB2/GIPR/ENTREP1/APLN	10
GO:0023058	adaptation of signaling pathway	10/4017	20/18434	0.5	2.29449838187702	3.05741166706163	0.00500578283397604	0.0391655557307724	0.030804293084684	ADM/CALCA/APLNR/ARRB1/GRM5/DRD2/NECAB2/GIPR/ENTREP1/APLN	10
GO:0042359	vitamin D metabolic process	10/4017	20/18434	0.5	2.29449838187702	3.05741166706163	0.00500578283397604	0.0391655557307724	0.030804293084684	CYP11A1/CYP1A1/LRP2/UGT1A4/CYP24A1/GC/TNF/CYP3A4/FGFR1/SNAI2	10
GO:0071625	vocalization behavior	10/4017	20/18434	0.5	2.29449838187702	3.05741166706163	0.00500578283397604	0.0391655557307724	0.030804293084684	NRXN2/NRXN3/MYH14/SHANK1/NRXN1/NEUROG1/GLI3/BRINP1/NLGN4X/NLGN4Y	10
GO:0030168	platelet activation	44/4017	140/18434	0.314285714285714	1.44225612575127	2.77264977662761	0.00501800874406336	0.0392104869303556	0.0308396321425572	PDPN/LCK/VAV3/WNT3A/ADRA2A/HBB/F2/PTPRJ/CD9/DGKA/HTR2A/PDIA2/ADAMTS18/P2RX1/ALOX12/SLC6A4/PRKCA/F2RL3/CEACAM1/SERPINE2/DGKD/THBD/MYL9/TUBB1/GP1BB/GP9/P2RY1/RAP2B/DGKG/HRG/PF4/SLC7A11/FGB/FGA/FGG/DGKB/HSPB1/PIK3CG/DGKI/NOS3/LYN/FZD6/CD40LG/FLNA	44
GO:0070166	enamel mineralization	11/4017	23/18434	0.478260869565217	2.19473758266498	3.02628087051028	0.00503969971037316	0.0393291662559186	0.0309329752002395	NECTIN1/TGFB1/TBX1/AMTN/ENAM/ODAPH/DMP1/MSX2/CFTR/AMELX/AMELY	11
GO:0048167	regulation of synaptic plasticity	64/4017	218/18434	0.293577981651376	1.34722840770761	2.72225287385876	0.00518969889955369	0.0404475501862122	0.0318126008234985	EPHB2/TNR/CNTN2/SLC18A3/EGR2/NEURL1/SORCS3/HRAS/P2RX3/STX3/GRM5/DRD2/GRIN2B/MIR342/CHRFAM7A/CHRNA7/ITPKA/SHISA9/PRRT2/CALB2/SHISA6/NEUROD2/NOG/ACE/BAIAP2/NETO1/TSHZ3/GRIN2D/PRKCG/SHISA7/SCTR/SLC4A10/EPHA4/SERPINE2/PRNP/S100B/SYNGR1/SHISA8/CNTN4/GRM2/IGSF11/NSG1/SORCS2/MIR95/DRD5/CD38/SNCA/MAP1B/CAMK2A/DRD1/SCGN/CD2AP/GRIK2/NR2E1/CAMK2B/VGF/PTN/CALB1/ADCY8/ADGRB1/SLC1A1/SLC24A2/NTRK2/SYP	64
GO:0033628	regulation of cell adhesion mediated by integrin	19/4017	49/18434	0.387755102040816	1.77940690839443	2.88364604793733	0.00520442663631146	0.0405101316556135	0.0318618220815437	EPHA8/MUC1/PLAU/TESC/FOXC2/SKAP1/DPP4/ADA/LIF/HRG/SFRP2/SERPINE1/PIK3CG/PODXL/SNAI2/LYN/ACER2/CCL21/NEXMIF	19
GO:0006937	regulation of muscle contraction	53/4017	175/18434	0.302857142857143	1.38981044845123	2.73492539546835	0.00526142407987677	0.0409011476029495	0.0321693619496186	EDN2/GSTM2/CASQ2/ATP1A2/ADCY10/ATP1B1/TNNT2/MYBPH/RYR2/TACR2/ADRA2A/TNNT3/KCNQ1/CALCA/MYBPC3/ARHGAP42/KCNA1/PKP2/TRPV4/NOS1/PRKD1/CHGA/HCN4/CHRNB4/P2RX1/ADORA2B/ORMDL3/SPHK1/DSC2/CNN1/TMEM38A/HRC/TNNT1/BIN1/MYL9/ADA/TNNC2/EDN3/GHRL/TNNC1/PROK2/ADRB2/MIR143/NMUR2/NKX2-5/DSP/PLN/PIK3CG/CAV1/GATA4/DOCK5/KCNB2/ACE2	53
GO:0050974	detection of mechanical stimulus involved in sensory perception	16/4017	39/18434	0.41025641025641	1.88266533897602	2.91266111856711	0.00528565677812201	0.0410367807369472	0.0322760394302187	COL11A1/KCNQ1/KCNK4/KCNA1/PTPRQ/HTR2A/HPN/SCN1A/SCN9A/SERPINE2/CHRNA9/ADGRV1/TNF/TRPA1/PHF24/TMC1	16
GO:0030857	negative regulation of epithelial cell differentiation	21/4017	56/18434	0.375	1.72087378640777	2.85177725825823	0.0053775726717174	0.0416968711776241	0.0327952103960741	HES5/CCND1/ACVRL1/SPRY2/MIR10A/SOX9/SIX2/REG3G/REG3A/IL1A/FRZB/JAG1/TP63/SPRY1/FGF10/FST/MSX2/HOXA7/CAV1/SMO/NKX6-3	21
GO:0002449	lymphocyte mediated immunity	101/4017	368/18434	0.27445652173913	1.25948009005206	2.65404587014764	0.00566564346062759	0.0438742786810188	0.0345077738372884	TNFRSF1B/C8A/IL23R/CD1A/SLAMF6/NECTIN4/FCGR3B/XCL1/MR1/C4BPB/C4BPA/CD55/CR2/SUSD4/FADD/CTSC/C1S/KLRB1/KLRF2/CLEC2A/CLEC12B/RIPK3/BATF/IGHA2/IGHG2/IGHA1/IGHG3/IGHD/IGHV6-1/IGHV3-7/IGHV3-64D/IGHV3-11/IGHV3-15/IGHV3-16/IGHV1-18/IGHV3-20/IGHV3-21/IGHV3-23/IGHV2-26/IGHV3-30/IGHV3-33/IGHV4-34/IGHV3-35/IGHV3-38/IGHV4-39/IGHV3-43/IGHV1-45/IGHV3-48/IGHV3-49/IGHV5-51/IGHV3-53/IGHV4-59/IGHV4-61/IGHV3-66/IGHV2-70D/IGHV1-69-2/IGHV2-70/IGHV3-74/IGHV7-81/CTSH/NOD2/TNFSF13/LGALS9/UNC13D/FOXJ1/C17orf99/SERPINB4/CD70/C3/CLEC4G/IL27RA/TGFB1/CEACAM1/NECTIN2/FZD5/INPP5D/JAG1/AIRE/IGLC1/IGLL5/IGLC2/IGLC3/IGLC6/CCR2/IL20RB/BCL6/PCYT1A/RNF168/CFI/C6/TNF/C2/ARG1/RAET1G/ULBP2/RAET1L/CCR6/AZGP1/LEP/C8G/CD40LG	101
GO:0002443	leukocyte mediated immunity	125/4017	467/18434	0.267665952890792	1.22831819158299	2.63798699673075	0.00570431454811762	0.0441172562493803	0.0346988793147712	PIK3CD/TNFRSF1B/C8A/IL23R/CD1A/SLAMF6/NECTIN4/FCGR3B/XCL1/MR1/C4BPB/C4BPA/CD55/CR2/SUSD4/GPR15LG/SLC18A2/NLRP6/MRGPRX2/F2/FADD/GAB2/CTSC/C1S/KLRB1/KLRF2/CLEC2A/CLEC12B/CLEC7A/PLA2G1B/RIPK3/BATF/CHGA/IGHA2/IGHG2/IGHA1/IGHG3/IGHD/IGHV6-1/IGHV3-7/IGHV3-64D/IGHV3-11/IGHV3-15/IGHV3-16/IGHV1-18/IGHV3-20/IGHV3-21/IGHV3-23/IGHV2-26/IGHV3-30/IGHV3-33/IGHV4-34/IGHV3-35/IGHV3-38/IGHV4-39/IGHV3-43/IGHV1-45/IGHV3-48/IGHV3-49/IGHV5-51/IGHV3-53/IGHV4-59/IGHV4-61/IGHV3-66/IGHV2-70D/IGHV1-69-2/IGHV2-70/IGHV3-74/IGHV7-81/CTSH/SCNN1B/NOD2/TNFSF13/ADORA2B/LGALS9/NOS2/ACE/UNC13D/FOXJ1/C17orf99/GRP/SERPINB4/CD70/C3/CLEC4G/IL27RA/TGFB1/CEACAM1/NECTIN2/FCAR/ADAM17/POMC/FZD5/INPP5D/JAG1/AIRE/IGLC1/IGLL5/IGLC2/IGLC3/IGLC6/PLA2G3/CCR2/DNASE1L3/IL20RB/BCL6/PCYT1A/RNF168/ANXA3/CFI/C6/TNF/C2/ARG1/RAET1G/ULBP2/RAET1L/CCR6/AZGP1/PIK3CG/LEP/LYN/C8G/PTGDS/CD40LG	125
GO:0002021	response to dietary excess	15/4017	36/18434	0.416666666666667	1.91208198489752	2.89142078811845	0.0057600686259303	0.044249412179692	0.0348028219228676	CNTN2/ADRB1/TRPV4/WNK4/MC4R/GDF15/SCTR/STK39/PRLH/UCP1/ADRB2/NMUR2/VGF/LEP/ADRB3	15
GO:0002067	glandular epithelial cell differentiation	15/4017	36/18434	0.416666666666667	1.91208198489752	2.89142078811845	0.0057600686259303	0.044249412179692	0.0348028219228676	WNT4/NR5A2/PROX1/RARG/SOX9/SLC9A4/FZD5/INSM1/XBP1/RARB/TP63/IL31RA/SPDEF/CAV1/LHX3	15
GO:0021884	forebrain neuron development	15/4017	36/18434	0.416666666666667	1.91208198489752	2.89142078811845	0.0057600686259303	0.044249412179692	0.0348028219228676	LHX8/NHLH2/CNTN2/DRD2/SOX1/FOXG1/SLC4A10/NRP2/GBX2/WNT5A/PLXNA1/SLIT2/NDNF/DRD1/ARX	15
GO:0035137	hindlimb morphogenesis	15/4017	36/18434	0.416666666666667	1.91208198489752	2.89142078811845	0.0057600686259303	0.044249412179692	0.0348028219228676	ALX4/RARG/BMP4/FMN1/HOXD10/HOXD9/GDF5/WNT7A/RARB/TP63/PITX1/MSX2/TFAP2B/TWIST1/SHH	15
GO:0019098	reproductive behavior	18/4017	46/18434	0.391304347826087	1.7956943858168	2.85213081133323	0.00577261676748958	0.044249412179692	0.0348028219228676	NHLH2/EDNRB/P2RX1/SLC6A4/PPP1R1B/THRA/KLK14/FEV/SERPINE2/ADA/SEMG1/P2RY1/DRD5/MTNR1A/NR3C1/DRD1/OPRK1/BRINP1	18
GO:0060563	neuroepithelial cell differentiation	18/4017	46/18434	0.391304347826087	1.7956943858168	2.85213081133323	0.00577261676748958	0.044249412179692	0.0348028219228676	WNT4/VAX1/BMP4/ONECUT1/DLX3/CDH2/TGFB1/SOX11/JAG1/INSM1/DSPP/LEF1/MAP1B/OTP/POU3F2/RFX6/SERPINE1/LHX3	18
GO:0097106	postsynaptic density organization	18/4017	46/18434	0.391304347826087	1.7956943858168	2.85213081133323	0.00577261676748958	0.044249412179692	0.0348028219228676	C1QL3/NRXN2/PRICKLE1/PPFIA2/NLGN2/NPTX1/CDH2/PTPRS/SHANK1/NRXN1/C1QL2/TMEM108/SLITRK3/NLGN1/IL1RAP/LRRC4/FGFR1/PTPRD	18
GO:0007405	neuroblast proliferation	26/4017	74/18434	0.351351351351351	1.61235021429196	2.78606262194403	0.00579876494682339	0.0443935827827694	0.0349162142500931	ARTN/DMRTA2/MIR137/PROX1/WNT3A/VAX1/DAGLA/DRD2/KCNA1/LHX5/DCT/FOXG1/NDE1/SKOR2/TGFB1/SOX10/LEF1/VEGFC/OTP/NR2E1/GLI3/FZD9/SMO/PTN/SHH/FGFR1	26
GO:0046661	male sex differentiation	53/4017	176/18434	0.301136363636364	1.38191379817593	2.68724064715434	0.0059643123068034	0.0456032374608684	0.0358676256762853	WNT4/WNT2B/NHLH2/LHX9/AKR1C3/LGR4/YBX3/AMHR2/RXFP2/SIX4/ADAM20/SOX8/NUPR1/SOX15/ACE/SOX9/GATA6/AMH/INSR/INSL3/SDC1/LHCGR/FSHR/IL1A/LRP2/HOXD13/BCL2L1/TFAP2C/WNT5A/TNFSF10/SFRP2/SRD5A1/FGF10/CD2AP/GJA1/ESR1/HOXA10/HOXA11/HOXA13/INHBA/SHH/CSMD1/GATA4/NKX3-1/SFRP1/DMRT1/DMRT3/PRKACG/ROR2/NR5A1/NR0B1/TEX11/FLNA	53
GO:0035904	aorta development	24/4017	67/18434	0.358208955223881	1.64381973627011	2.7867246063599	0.00597510334886832	0.0456280619368127	0.0358871504964593	MIR205/PROX1/EGR2/APLNR/PRICKLE1/ACVRL1/SIX1/DLL4/SMAD6/FKBP10/NGFR/GAA/LRP2/JAG1/TBX1/MYLK/LOX/PCDHA10/MIR143/TFAP2B/LEP/NKX3-1/EYA1/HEY1	24
GO:0038127	ERBB signaling pathway	54/4017	180/18434	0.3	1.37669902912621	2.68079255378567	0.00603696575430197	0.0459843436801238	0.0361673713955861	EPHA8/EPHB2/EPHA10/MYOC/PIGR/SLC30A10/AGT/NRG3/PLCE1/ADRA2A/AFAP1L2/PTPRJ/GPRC5A/PRICKLE1/AQP5-AS1/ERBB3/PTPRR/SPRY2/LTK/IGF1R/CDH13/ERBB2/GRB7/HAP1/SOX9/INSR/TGFB1/CEACAM1/ADAM17/ALK/PTPN18/VIL1/EPHA4/DGKD/MST1R/EPHA6/FGFR3/ZFYVE28/KDR/EPGN/EREG/FGFR4/FAM83B/EPHA7/ROS1/AGR2/EGFR/NRG1/FGFR1/FAM83A/TEK/NTRK2/ROR2/REPS2	54
GO:0071248	cellular response to metal ion	54/4017	180/18434	0.3	1.37669902912621	2.68079255378567	0.00603696575430197	0.0459843436801238	0.0361673713955861	LCE1D/MYOG/KCNH1/ITPKB/MT1HL1/AKR1C3/BNIP3/KCNA1/CPNE8/AQP2/CPNE6/RYR3/ITPKA/CYP1A1/MT4/MT2A/MT1G/MT1H/MT1X/CPNE2/SMPD3/DPEP1/ALOX15/SLC13A5/SLC13A2/NEUROD2/NPTX1/ACER1/RYR1/KCNK3/NRXN1/STK39/NFE2L2/PRNP/NFATC2/CPNE9/WNT5A/CPNE4/NLGN1/CLDN1/SNCA/ADGRV1/SLC12A2/SLC34A1/TFAP2A/CPNE5/GUCA1A/TFR2/SHH/FABP4/ADCY8/SLC1A1/FBP1/GLRA2	54
GO:0036006	cellular response to macrophage colony-stimulating factor stimulus	22/4017	60/18434	0.366666666666667	1.68263214670982	2.79558037910517	0.00605872863346626	0.0460341592653316	0.0362065520955224	EPHA8/EPHB2/EPHA10/LTK/IGF1R/ERBB2/INSR/ALK/DOK1/EPHA4/MST1R/EPHA6/FGFR3/KDR/FGFR4/EPHA7/ROS1/EGFR/FGFR1/TEK/NTRK2/ROR2	22
GO:0055008	cardiac muscle tissue morphogenesis	22/4017	60/18434	0.366666666666667	1.68263214670982	2.79558037910517	0.00605872863346626	0.0460341592653316	0.0362065520955224	COL11A1/TNNT2/PROX1/RYR2/ANKRD1/MYBPC3/PKP2/POU4F1/DLL4/FOXC2/ZFPM1/TCAP/NOG/TGFB1/XIRP2/LRP2/TNNC1/ISL1/NKX2-5/DSP/TBX20/NRG1	22
GO:0048771	tissue remodeling	57/4017	192/18434	0.296875	1.36235841423948	2.66418400908765	0.0062209448968311	0.0472073710615238	0.0371293006521558	CRB1/ELF3/AGT/CALCA/TPH1/LGR4/IAPP/ACVRL1/DLL4/CYP1A1/CSPG4/FOXC2/P3H4/ACE/PRKCA/SIGLEC15/MC4R/TNFRSF11A/EFNA2/TGFB1/CEACAM1/IL1A/IHH/NPPC/INPP5D/JAG1/GDF5/LOC102724560/CBS/LIF/PPARG/CCR2/CLDN18/HRG/CD38/SPP1/HAND2/NPR3/FGF10/CARTPT/ADRB2/MIR143/HTR1B/GJA1/GPNMB/EGFR/PDK4/CAV1/LEP/PTN/NOS3/DOCK5/SFRP1/TNFRSF11B/MIR27B/NDP/FLNA	57
GO:0006691	leukotriene metabolic process	14/4017	33/18434	0.424242424242424	1.94684711189566	2.87360846464517	0.00624051930253649	0.0472373726429796	0.037152897342945	ALOX5/PLA2G1B/ABCC1/DPEP1/ALOX12/CYP4F3/CYP4F12/CYP4F2/GGTLC1/GGTLC3/GGTLC2/GGT1/CPA1/PTGR1	14
GO:0099560	synaptic membrane adhesion	14/4017	33/18434	0.424242424242424	1.94684711189566	2.87360846464517	0.00624051930253649	0.0472373726429796	0.037152897342945	NTNG1/TENM4/PCDH8/SLITRK5/PTPRS/CADM4/ELFN2/SLITRK3/IL1RAP/MDGA1/ELFN1/LRRC4/PTPRD/SLITRK2	14
GO:0051346	negative regulation of hydrolase activity	33/4017	100/18434	0.33	1.51436893203883	2.72243546674538	0.00625271415552946	0.0472705190158027	0.0371789674589969	ANGPTL3/APOA2/ANXA8/SPOCK2/HRAS/APOC3/SERPINA5/VTN/MIR152/SERPINB5/SERPINB12/SERPINB13/SERPINB4/SERPINB3/SERPINB11/SERPINB7/PLIN5/BIN1/SERPINE2/CSTB/SERPIND1/MIR138-1/CSTA/PTX3/SERPINI2/FETUB/SPOCK3/SPOCK1/CAMK2A/SERPINB6/SERPINE1/GPSM1/PLXNB3	33
GO:0007585	respiratory gaseous exchange by respiratory system	27/4017	78/18434	0.346153846153846	1.58849887976102	2.74925735443781	0.00626928811987787	0.0473366473770553	0.037230978400326	ATP1A2/SFTPA2/SFTPD/CHST11/DACH1/FUT8/JAG2/NDN/NMB/NLGN2/DNAH9/GAA/GRP/TSHZ3/CFAP221/HNMT/NR4A2/TCF15/MAFB/NTSR1/NEK10/TNNC1/PHOX2B/TMPRSS11D/TLX3/BPGM/SFTPC	27
GO:0045833	negative regulation of lipid metabolic process	37/4017	115/18434	0.321739130434783	1.47645982833826	2.70542691914786	0.00629514897471762	0.047472644637272	0.0373379422716222	WNT4/MIR30C1/APOA2/PROX1/AKR1C3/MALRD1/CH25H/ADRA2A/MIR192/FGF19/APOC3/APOBEC1/ACACB/HCAR2/HCAR1/SERPINA12/MIR342/ORMDL3/SOX9/SPHK1/CIDEA/PLIN5/CEACAM1/ALK/UGT1A4/UGT1A7/UGT1A1/UGT1A9/UGT1A6/UGT1A10/UGT1A8/CIDEC/APOD/TNF/PIK3CG/SNAI2/NR0B1	37
GO:0051282	regulation of sequestering of calcium ion	42/4017	134/18434	0.313432835820896	1.43834226923634	2.68813876692054	0.00633676571329436	0.0477269726450863	0.0375379750388375	PLCH2/LCK/GSTM2/CASQ2/ATP1A2/XCL1/RYR2/PLCE1/F2/APLNR/DRD2/HTR2A/PRKD1/AKAP6/BDKRB1/RYR3/CCR7/HAP1/TMEM38A/F2RL3/RYR1/TGFB1/HRC/LHCGR/PLCB4/JPH2/NTSR1/GP1BB/PLCL2/GP9/PLCH1/CXCL10/SNCA/DRD1/KCNK16/PLN/TRDN/NPSR1/LYN/CCL21/CXCR3/FLNA	42
GO:0001709	cell fate determination	17/4017	43/18434	0.395348837209302	1.81425453450741	2.82165050081563	0.00639013851822644	0.0478710753391161	0.0376513139545854	PRRX1/PROX1/PAX2/MYOD1/DSCAML1/FOXG1/BMP4/GATA6/CYP26B1/JAG1/WNT7A/ATOH1/ISL1/TRIM15/POU5F1/TNXB/NKX6-3	17
GO:0051281	positive regulation of release of sequestered calcium ion into cytosol	17/4017	43/18434	0.395348837209302	1.81425453450741	2.82165050081563	0.00639013851822644	0.0478710753391161	0.0376513139545854	GSTM2/XCL1/F2/APLNR/AKAP6/BDKRB1/HAP1/F2RL3/LHCGR/JPH2/NTSR1/CXCL10/SNCA/DRD1/TRDN/NPSR1/CXCR3	17
GO:0000101	sulfur amino acid transport	7/4017	12/18434	0.583333333333333	2.67691477885653	3.06721842553977	0.00645879587908709	0.0478710753391161	0.0376513139545854	SLC3A2/SLC7A5/SLC7A9/SLC3A1/SLC1A4/SLC7A11/SLC1A1	7
GO:0002759	regulation of antimicrobial humoral response	7/4017	12/18434	0.583333333333333	2.67691477885653	3.06721842553977	0.00645879587908709	0.0478710753391161	0.0376513139545854	NOD2/GATA6/KLK3/KLK5/PGC/IL17A/IL17F	7
GO:0015015	heparan sulfate proteoglycan biosynthetic process, enzymatic modification	7/4017	12/18434	0.583333333333333	2.67691477885653	3.06721842553977	0.00645879587908709	0.0478710753391161	0.0376513139545854	HS3ST6/HS3ST2/HS3ST3A1/HS3ST3B1/HS6ST1/HS3ST1/HS6ST2	7
GO:0021527	spinal cord association neuron differentiation	7/4017	12/18434	0.583333333333333	2.67691477885653	3.06721842553977	0.00645879587908709	0.0478710753391161	0.0376513139545854	TAL1/WNT3A/LHX5/GSX1/LHX1/MDGA1/LHX3	7
GO:0031223	auditory behavior	7/4017	12/18434	0.583333333333333	2.67691477885653	3.06721842553977	0.00645879587908709	0.0478710753391161	0.0376513139545854	NRXN2/DRD2/SLITRK6/STRA6/NRXN1/SLC1A3/NEUROG1	7
GO:0032276	regulation of gonadotropin secretion	7/4017	12/18434	0.583333333333333	2.67691477885653	3.06721842553977	0.00645879587908709	0.0478710753391161	0.0376513139545854	KISS1/TACR2/FOXL2/GJA1/INHBA/LEP/OPRK1	7
GO:0034370	triglyceride-rich lipoprotein particle remodeling	7/4017	12/18434	0.583333333333333	2.67691477885653	3.06721842553977	0.00645879587908709	0.0478710753391161	0.0376513139545854	APOA2/APOA5/APOA4/APOC3/APOA1/NR1H4/LIPC	7
GO:0034372	very-low-density lipoprotein particle remodeling	7/4017	12/18434	0.583333333333333	2.67691477885653	3.06721842553977	0.00645879587908709	0.0478710753391161	0.0376513139545854	APOA2/APOA5/APOA4/APOC3/APOA1/NR1H4/LIPC	7
GO:0061309	cardiac neural crest cell development involved in outflow tract morphogenesis	7/4017	12/18434	0.583333333333333	2.67691477885653	3.06721842553977	0.00645879587908709	0.0478710753391161	0.0376513139545854	FOLR1/BMP4/JAG1/BMP7/PITX2/HAND2/TWIST1	7
GO:0070857	regulation of bile acid biosynthetic process	7/4017	12/18434	0.583333333333333	2.67691477885653	3.06721842553977	0.00645879587908709	0.0478710753391161	0.0376513139545854	PROX1/MALRD1/FGF19/NR1H4/CES1/FGFR4/STAR	7
GO:1901862	negative regulation of muscle tissue development	7/4017	12/18434	0.583333333333333	2.67691477885653	3.06721842553977	0.00645879587908709	0.0478710753391161	0.0376513139545854	FGF3/YBX3/BMP4/SOX15/TGFB1/LEF1/TWIST1	7
GO:0051208	sequestering of calcium ion	43/4017	138/18434	0.311594202898551	1.42990478870597	2.67574811611422	0.00649797435440199	0.0481025078279354	0.0378333390550056	PLCH2/LCK/GSTM2/CASQ2/ATP1A2/XCL1/RYR2/PLCE1/F2/APLNR/DRD2/HTR2A/ATP7B/PRKD1/AKAP6/BDKRB1/RYR3/CCR7/HAP1/TMEM38A/F2RL3/RYR1/TGFB1/HRC/LHCGR/PLCB4/JPH2/NTSR1/GP1BB/PLCL2/GP9/PLCH1/CXCL10/SNCA/DRD1/KCNK16/PLN/TRDN/NPSR1/LYN/CCL21/CXCR3/FLNA	43
GO:0009064	glutamine family amino acid metabolic process	25/4017	71/18434	0.352112676056338	1.61584393089931	2.74435001935764	0.00653316641831928	0.048303900364297	0.0379917372852719	AGMAT/RIMKLA/DDAH1/GCLM/ATP2B4/GLYATL1/ASRGL1/RIMKLB/NR1H4/NOS1/NOS2/ATCAY/PRODH2/ODC1/GAD1/CPS1/GGT1/SLC7A11/GCLC/ARG1/ASL/NOS3/ADHFE1/ASS1/OTC	25
GO:0072348	sulfur compound transport	23/4017	64/18434	0.359375	1.64917071197411	2.74603333490014	0.00672187178817862	0.049638437820396	0.0390413708769092	SLC26A9/SLC35F3/SLC3A2/ABCC1/SLC7A5/SLC47A1/SLC7A9/SLC3A1/SLC1A4/SLC19A3/SLC6A11/SLC26A6/ABCC5/SLC26A1/ABCG2/SLC7A11/SLC44A4/SLC26A8/GJA1/SLC26A3/SLC13A1/SLC1A1/LRRC8A	23
