ONTOLOGY	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
BP	GO:1903036	positive regulation of response to wounding	81	-0.488344343332478	-1.82940258390197	9.36552971104246e-05	0.00310026893374507	0.00271788470030642	3591	tags=26%, list=6%, signal=24%	ENSG00000119782/ENSG00000284032/ENSG00000074660/ENSG00000109084/ENSG00000121966/ENSG00000100219/ENSG00000248099/ENSG00000284565/ENSG00000189143/ENSG00000197822/ENSG00000001561/ENSG00000140279/ENSG00000150594/ENSG00000057593/ENSG00000208001/ENSG00000180210/ENSG00000109072/ENSG00000091583/ENSG00000165215/ENSG00000143954/ENSG00000172016
BP	GO:1990266	neutrophil migration	107	-0.430489255060733	-1.6710858887886	9.40187697875684e-05	0.00310026893374507	0.00271788470030642	6168	tags=23%, list=11%, signal=21%	ENSG00000163464/ENSG00000204936/ENSG00000261371/ENSG00000111913/ENSG00000284567/ENSG00000153898/ENSG00000105851/ENSG00000126353/ENSG00000119535/ENSG00000131981/ENSG00000170890/ENSG00000156026/ENSG00000109272/ENSG00000169344/ENSG00000163736/ENSG00000129988/ENSG00000197635/ENSG00000151882/ENSG00000163735/ENSG00000124205/ENSG00000196371/ENSG00000163734/ENSG00000163737/ENSG00000015413/ENSG00000169347
BP	GO:0009062	fatty acid catabolic process	104	-0.436702572360483	-1.68691246742618	9.67197064488882e-05	0.00317609857608507	0.00278436158639276	14521	tags=42%, list=25%, signal=32%	ENSG00000157184/ENSG00000100889/ENSG00000171503/ENSG00000095321/ENSG00000173208/ENSG00000118432/ENSG00000119688/ENSG00000138796/ENSG00000121310/ENSG00000186951/ENSG00000103150/ENSG00000075239/ENSG00000112357/ENSG00000158201/ENSG00000127884/ENSG00000168306/ENSG00000116171/ENSG00000131373/ENSG00000134324/ENSG00000175198/ENSG00000101986/ENSG00000060971/ENSG00000111863/ENSG00000242612/ENSG00000128928/ENSG00000161533/ENSG00000117528/ENSG00000122971/ENSG00000242110/ENSG00000117480/ENSG00000107537/ENSG00000076555/ENSG00000214456/ENSG00000140526/ENSG00000101323/ENSG00000153093/ENSG00000181092/ENSG00000140284/ENSG00000186115/ENSG00000186204/ENSG00000167315/ENSG00000101577/ENSG00000124253/ENSG00000163586
BP	GO:0048026	positive regulation of mRNA splicing, via spliceosome	33	0.779285948837737	1.85146551788676	9.99108122170167e-05	0.00326733127225401	0.00286434172823992	1131	tags=15%, list=2%, signal=15%	ENSG00000244395/ENSG00000242389/ENSG00000169800/ENSG00000234414/ENSG00000226941
MF	GO:0015144	carbohydrate transmembrane transporter activity	40	-0.621387199286645	-2.04746257696264	0.000101592297707076	0.00330864791791686	0.0029005624179655	8287	tags=50%, list=14%, signal=43%	ENSG00000059804/ENSG00000240583/ENSG00000259916/ENSG00000103569/ENSG00000022567/ENSG00000158865/ENSG00000178301/ENSG00000197496/ENSG00000170482/ENSG00000119899/ENSG00000158715/ENSG00000163736/ENSG00000164175/ENSG00000164124/ENSG00000100170/ENSG00000174514/ENSG00000117834/ENSG00000165269/ENSG00000163581/ENSG00000167580
BP	GO:0019395	fatty acid oxidation	107	-0.429055644467843	-1.66552085690074	0.000103044387584877	0.00334218558748655	0.00292996358314032	8784	tags=27%, list=15%, signal=23%	ENSG00000101986/ENSG00000060971/ENSG00000121769/ENSG00000242612/ENSG00000128928/ENSG00000161533/ENSG00000117528/ENSG00000122971/ENSG00000242110/ENSG00000109819/ENSG00000183655/ENSG00000161544/ENSG00000166743/ENSG00000107537/ENSG00000076555/ENSG00000145476/ENSG00000214456/ENSG00000125398/ENSG00000101323/ENSG00000153093/ENSG00000181092/ENSG00000140284/ENSG00000186115/ENSG00000167315/ENSG00000004799/ENSG00000116882/ENSG00000130513/ENSG00000198099/ENSG00000163586
MF	GO:0008417	fucosyltransferase activity	13	-0.840186442185308	-2.07940493994286	0.000109815367901903	0.00354726049622718	0.00310974474690201	4272	tags=54%, list=7%, signal=50%	ENSG00000033170/ENSG00000176920/ENSG00000156413/ENSG00000130383/ENSG00000171124/ENSG00000196371/ENSG00000172461
BP	GO:0061178	regulation of insulin secretion involved in cellular response to glucose stimulus	59	-0.538189732575943	-1.89005525097093	0.000113458798892875	0.00365005257901713	0.00319985855157442	4091	tags=46%, list=7%, signal=43%	ENSG00000164038/ENSG00000075142/ENSG00000143158/ENSG00000149577/ENSG00000162337/ENSG00000284762/ENSG00000250366/ENSG00000172375/ENSG00000175567/ENSG00000130529/ENSG00000119782/ENSG00000196126/ENSG00000157017/ENSG00000147571/ENSG00000174672/ENSG00000006071/ENSG00000147642/ENSG00000150594/ENSG00000115263/ENSG00000070985/ENSG00000095981/ENSG00000163581/ENSG00000185002/ENSG00000125798/ENSG00000139515/ENSG00000012504/ENSG00000001626
BP	GO:0140115	export across plasma membrane	93	-0.460340229230067	-1.74544189965129	0.0001174916064582	0.00376448815186312	0.0033001797492691	6437	tags=31%, list=11%, signal=28%	ENSG00000124564/ENSG00000207589/ENSG00000130037/ENSG00000182132/ENSG00000110628/ENSG00000105409/ENSG00000118777/ENSG00000143153/ENSG00000085563/ENSG00000284565/ENSG00000207933/ENSG00000152128/ENSG00000138449/ENSG00000137731/ENSG00000126562/ENSG00000196660/ENSG00000089472/ENSG00000105675/ENSG00000175538/ENSG00000199090/ENSG00000053918/ENSG00000123191/ENSG00000174827/ENSG00000164626/ENSG00000158014/ENSG00000159197/ENSG00000150201/ENSG00000186009/ENSG00000080493
BP	GO:1900047	negative regulation of hemostasis	51	-0.552364026450108	-1.94010076200765	0.000118741353511617	0.00378918980520539	0.00332183472408772	4784	tags=29%, list=8%, signal=27%	ENSG00000164344/ENSG00000164867/ENSG00000003436/ENSG00000115718/ENSG00000079385/ENSG00000113889/ENSG00000180210/ENSG00000088926/ENSG00000171564/ENSG00000171557/ENSG00000163737/ENSG00000109072/ENSG00000091583/ENSG00000171560/ENSG00000127324
BP	GO:0034614	cellular response to reactive oxygen species	147	-0.376725811175969	-1.47351766207444	0.00011978329347676	0.00379185993830032	0.00332417552549611	8450	tags=27%, list=14%, signal=23%	ENSG00000114026/ENSG00000010671/ENSG00000094631/ENSG00000132356/ENSG00000152894/ENSG00000156709/ENSG00000078401/ENSG00000165672/ENSG00000131979/ENSG00000284357/ENSG00000105976/ENSG00000086288/ENSG00000114861/ENSG00000140092/ENSG00000010810/ENSG00000121691/ENSG00000101460/ENSG00000283705/ENSG00000197122/ENSG00000240583/ENSG00000149968/ENSG00000163932/ENSG00000134853/ENSG00000115607/ENSG00000142185/ENSG00000178607/ENSG00000161544/ENSG00000164867/ENSG00000127528/ENSG00000170962/ENSG00000019991/ENSG00000129465/ENSG00000104321/ENSG00000118513/ENSG00000103056/ENSG00000118231/ENSG00000130700/ENSG00000106927/ENSG00000163586/ENSG00000110244
BP	GO:0038127	ERBB signaling pathway	180	-0.362322855854793	-1.45431372695765	0.000119425562562993	0.00379185993830032	0.00332417552549611	6010	tags=17%, list=10%, signal=16%	ENSG00000102755/ENSG00000159733/ENSG00000120156/ENSG00000128052/ENSG00000072135/ENSG00000136158/ENSG00000125398/ENSG00000171105/ENSG00000077044/ENSG00000138193/ENSG00000164078/ENSG00000079385/ENSG00000141738/ENSG00000149177/ENSG00000065361/ENSG00000133216/ENSG00000185737/ENSG00000169891/ENSG00000062524/ENSG00000196660/ENSG00000141736/ENSG00000150594/ENSG00000013588/ENSG00000153233/ENSG00000183317/ENSG00000160867/ENSG00000127831/ENSG00000257588/ENSG00000106541/ENSG00000135744/ENSG00000162896
MF	GO:0004521	RNA endonuclease activity	68	-0.514953326737476	-1.90079404024434	0.000121050004669523	0.003816692179102	0.00334594498124061	10606	tags=26%, list=18%, signal=22%	ENSG00000184571/ENSG00000198585/ENSG00000277209/ENSG00000169385/ENSG00000112874/ENSG00000154743/ENSG00000178607/ENSG00000129538/ENSG00000026297/ENSG00000154760/ENSG00000147592/ENSG00000178199/ENSG00000102053/ENSG00000214274/ENSG00000258818/ENSG00000134627/ENSG00000125207/ENSG00000134398
MF	GO:0034987	immunoglobulin receptor binding	19	-0.766984309104461	-2.13910265886111	0.000128964896837093	0.00405011187924109	0.00355057491668037	5707	tags=58%, list=10%, signal=52%	ENSG00000166527/ENSG00000211893/ENSG00000211896/ENSG00000117322/ENSG00000211897/ENSG00000211890/ENSG00000042980/ENSG00000132465/ENSG00000211899/ENSG00000211895/ENSG00000211898
BP	GO:0070633	transepithelial transport	37	-0.623014121504692	-2.05194292058388	0.000129563909140353	0.0040528410155603	0.00355296744391124	6907	tags=41%, list=12%, signal=36%	ENSG00000132677/ENSG00000186510/ENSG00000103375/ENSG00000225697/ENSG00000118777/ENSG00000085563/ENSG00000136160/ENSG00000180251/ENSG00000023839/ENSG00000100170/ENSG00000106688/ENSG00000064651/ENSG00000165215/ENSG00000001626/ENSG00000066405
MF	GO:0019865	immunoglobulin binding	24	-0.706263656693544	-2.1402665644958	0.000132447516252889	0.0041267308804148	0.00361774380282962	9274	tags=62%, list=16%, signal=53%	ENSG00000239998/ENSG00000155511/ENSG00000162894/ENSG00000156738/ENSG00000012124/ENSG00000110799/ENSG00000149534/ENSG00000162747/ENSG00000131981/ENSG00000186431/ENSG00000104870/ENSG00000169344/ENSG00000132465/ENSG00000106927/ENSG00000162896
BP	GO:0030641	regulation of cellular pH	95	-0.456313666903162	-1.7422868210129	0.000144881976573792	0.00449645475531369	0.0039418662852337	7039	tags=19%, list=12%, signal=17%	ENSG00000197818/ENSG00000172139/ENSG00000164889/ENSG00000104267/ENSG00000225697/ENSG00000178301/ENSG00000050438/ENSG00000115616/ENSG00000144290/ENSG00000180251/ENSG00000164175/ENSG00000066230/ENSG00000139832/ENSG00000168748/ENSG00000162753/ENSG00000080493/ENSG00000001626/ENSG00000091138
CC	GO:0034362	low-density lipoprotein particle	15	-0.806554735954739	-2.10866078314796	0.000150882940822788	0.0046512070491724	0.00407753157776296	288	tags=60%, list=0%, signal=60%	ENSG00000175336/ENSG00000184730/ENSG00000131871/ENSG00000204444/ENSG00000105699/ENSG00000234906/ENSG00000118137/ENSG00000084674/ENSG00000110244
BP	GO:0045056	transcytosis	22	-0.718434450077086	-2.09358351087609	0.000151043746732033	0.0046512070491724	0.00407753157776296	8150	tags=32%, list=14%, signal=27%	ENSG00000197122/ENSG00000162894/ENSG00000081479/ENSG00000104870/ENSG00000124839/ENSG00000162896/ENSG00000169347
BP	GO:0061045	negative regulation of wound healing	78	-0.487342134349653	-1.79114173302984	0.000155222149915141	0.00476134920321095	0.00417408890285881	4987	tags=26%, list=9%, signal=23%	ENSG00000103175/ENSG00000164344/ENSG00000164867/ENSG00000003436/ENSG00000132703/ENSG00000012779/ENSG00000115718/ENSG00000079385/ENSG00000113889/ENSG00000064651/ENSG00000180210/ENSG00000088926/ENSG00000171564/ENSG00000171557/ENSG00000163737/ENSG00000109072/ENSG00000091583/ENSG00000165215/ENSG00000171560/ENSG00000127324
BP	GO:1904994	regulation of leukocyte adhesion to vascular endothelial cell	41	-0.600073515387368	-1.99701989660759	0.000157946438130978	0.00480027979638611	0.00420821783355025	3165	tags=24%, list=5%, signal=23%	ENSG00000174175/ENSG00000283733/ENSG00000012779/ENSG00000121807/ENSG00000151882/ENSG00000187210/ENSG00000196371/ENSG00000140835/ENSG00000172461/ENSG00000131142
CC	GO:0005669	transcription factor TFIID complex	45	0.730541742985518	1.82003611092281	0.000158310971298556	0.00480027979638611	0.00420821783355025	3978	tags=11%, list=7%, signal=10%	ENSG00000283776/ENSG00000250782/ENSG00000284373/ENSG00000284356/ENSG00000249156
MF	GO:0140375	immune receptor activity	148	-0.395608960204491	-1.53895103015082	0.000157952236130498	0.00480027979638611	0.00420821783355025	11446	tags=40%, list=20%, signal=32%	ENSG00000100368/ENSG00000187116/ENSG00000131724/ENSG00000204577/ENSG00000243646/ENSG00000159110/ENSG00000117281/ENSG00000198223/ENSG00000123496/ENSG00000019582/ENSG00000187266/ENSG00000239961/ENSG00000185291/ENSG00000104974/ENSG00000105246/ENSG00000231389/ENSG00000122025/ENSG00000115602/ENSG00000144648/ENSG00000239998/ENSG00000204287/ENSG00000204475/ENSG00000179344/ENSG00000204252/ENSG00000163701/ENSG00000162894/ENSG00000171051/ENSG00000115607/ENSG00000172215/ENSG00000183813/ENSG00000115604/ENSG00000196126/ENSG00000203710/ENSG00000205755/ENSG00000163464/ENSG00000174804/ENSG00000121966/ENSG00000162747/ENSG00000186810/ENSG00000142677/ENSG00000126353/ENSG00000144230/ENSG00000119535/ENSG00000162594/ENSG00000103811/ENSG00000186431/ENSG00000129048/ENSG00000113494/ENSG00000117322/ENSG00000171049/ENSG00000121807/ENSG00000112486/ENSG00000147168/ENSG00000121797/ENSG00000173585/ENSG00000188263/ENSG00000056736/ENSG00000178623/ENSG00000162896
BP	GO:0050819	negative regulation of coagulation	54	-0.540604858277049	-1.89813284829251	0.000159139628893034	0.00480698863763158	0.00421409921267171	4784	tags=28%, list=8%, signal=26%	ENSG00000164344/ENSG00000164867/ENSG00000003436/ENSG00000115718/ENSG00000079385/ENSG00000113889/ENSG00000180210/ENSG00000088926/ENSG00000171564/ENSG00000171557/ENSG00000163737/ENSG00000109072/ENSG00000091583/ENSG00000171560/ENSG00000127324
BP	GO:0043588	skin development	325	0.526001424596437	1.43214233959377	0.000160002633630077	0.00481468000968985	0.00422084193818627	14075	tags=43%, list=24%, signal=33%	ENSG00000105141/ENSG00000214336/ENSG00000186930/ENSG00000184148/ENSG00000073282/ENSG00000244057/ENSG00000167768/ENSG00000189182/ENSG00000186844/ENSG00000203782/ENSG00000240386/ENSG00000134765/ENSG00000163202/ENSG00000178919/ENSG00000106689/ENSG00000197084/ENSG00000159455/ENSG00000235942/ENSG00000187855/ENSG00000159450/ENSG00000185966/ENSG00000187238/ENSG00000184724/ENSG00000052850/ENSG00000187223/ENSG00000170484/ENSG00000064300/ENSG00000185640/ENSG00000204539/ENSG00000186847/ENSG00000143520/ENSG00000128422/ENSG00000196734/ENSG00000186081/ENSG00000161850/ENSG00000170454/ENSG00000008196/ENSG00000212938/ENSG00000109101/ENSG00000081277/ENSG00000185962/ENSG00000196218/ENSG00000185668/ENSG00000187173/ENSG00000162891/ENSG00000171403/ENSG00000177494/ENSG00000186832/ENSG00000187180/ENSG00000143631/ENSG00000159516/ENSG00000185069/ENSG00000115008/ENSG00000187170/ENSG00000134363/ENSG00000179148/ENSG00000204021/ENSG00000186207/ENSG00000154227/ENSG00000135443/ENSG00000139648/ENSG00000179477/ENSG00000171243/ENSG00000156535/ENSG00000128602/ENSG00000175793/ENSG00000172155/ENSG00000204897/ENSG00000074047/ENSG00000185479/ENSG00000186442/ENSG00000141579/ENSG00000205420/ENSG00000099284/ENSG00000179593/ENSG00000062038/ENSG00000161849/ENSG00000171446/ENSG00000064195/ENSG00000169469/ENSG00000204103/ENSG00000196139/ENSG00000186049/ENSG00000186395/ENSG00000146648/ENSG00000197915/ENSG00000164930/ENSG00000163347/ENSG00000117595/ENSG00000165794/ENSG00000169884/ENSG00000122592/ENSG00000169474/ENSG00000096696/ENSG00000108839/ENSG00000158055/ENSG00000163207/ENSG00000170465/ENSG00000167769/ENSG00000285946/ENSG00000204020/ENSG00000144452/ENSG00000132932/ENSG00000143556/ENSG00000122641/ENSG00000167754/ENSG00000172867/ENSG00000121552/ENSG00000114251/ENSG00000205426/ENSG00000170486/ENSG00000127152/ENSG00000244617/ENSG00000188910/ENSG00000129116/ENSG00000108821/ENSG00000003137/ENSG00000101384/ENSG00000134317/ENSG00000135925/ENSG00000080573/ENSG00000123364/ENSG00000163472/ENSG00000186226/ENSG00000164692/ENSG00000165300/ENSG00000163216/ENSG00000232810/ENSG00000124882/ENSG00000125285/ENSG00000126705/ENSG00000130635/ENSG00000135046/ENSG00000092295/ENSG00000196805/ENSG00000165272/ENSG00000069482/ENSG00000105427/ENSG00000164488/ENSG00000198092/ENSG00000207971
MF	GO:0001637	G protein-coupled chemoattractant receptor activity	26	-0.678902320059955	-2.07855012268313	0.000165328836742905	0.00493740533578624	0.00432843043881823	7037	tags=50%, list=12%, signal=44%	ENSG00000172215/ENSG00000183813/ENSG00000163464/ENSG00000121966/ENSG00000186810/ENSG00000126353/ENSG00000144230/ENSG00000129048/ENSG00000121807/ENSG00000112486/ENSG00000121797/ENSG00000173585/ENSG00000178623
MF	GO:0004950	chemokine receptor activity	26	-0.678902320059955	-2.07855012268313	0.000165328836742905	0.00493740533578624	0.00432843043881823	7037	tags=50%, list=12%, signal=44%	ENSG00000172215/ENSG00000183813/ENSG00000163464/ENSG00000121966/ENSG00000186810/ENSG00000126353/ENSG00000144230/ENSG00000129048/ENSG00000121807/ENSG00000112486/ENSG00000121797/ENSG00000173585/ENSG00000178623
BP	GO:0140962	multicellular organismal-level chemical homeostasis	79	-0.464123773806279	-1.72370897362615	0.000166654724102136	0.0049397209233869	0.00433046042403776	5822	tags=24%, list=10%, signal=22%	ENSG00000198183/ENSG00000128052/ENSG00000112077/ENSG00000167306/ENSG00000069122/ENSG00000103811/ENSG00000187045/ENSG00000106327/ENSG00000174233/ENSG00000169344/ENSG00000165059/ENSG00000186115/ENSG00000186204/ENSG00000086159/ENSG00000196187/ENSG00000138449/ENSG00000089472/ENSG00000001626/ENSG00000167580
BP	GO:1901606	alpha-amino acid catabolic process	98	-0.430516936316969	-1.65654672314195	0.000166605430046522	0.0049397209233869	0.00433046042403776	4702	tags=18%, list=8%, signal=17%	ENSG00000139410/ENSG00000172508/ENSG00000153086/ENSG00000164867/ENSG00000151224/ENSG00000162882/ENSG00000128683/ENSG00000150540/ENSG00000103316/ENSG00000162174/ENSG00000167701/ENSG00000250799/ENSG00000153904/ENSG00000171759/ENSG00000172482/ENSG00000007171/ENSG00000113924/ENSG00000036473
CC	GO:0071735	IgG immunoglobulin complex	13	-0.830224203467854	-2.05474906910057	0.000168782862042089	0.00498413272463095	0.00436939451578716	5302	tags=85%, list=9%, signal=77%	ENSG00000128322/ENSG00000211893/ENSG00000211896/ENSG00000222037/ENSG00000211592/ENSG00000211677/ENSG00000211679/ENSG00000211675/ENSG00000254709/ENSG00000211897/ENSG00000211895
MF	GO:0005372	water transmembrane transporter activity	18	-0.768930931785193	-2.12550368361182	0.000180038671430864	0.00529675109927086	0.00464345483623881	8149	tags=67%, list=14%, signal=57%	ENSG00000240583/ENSG00000259916/ENSG00000103569/ENSG00000103375/ENSG00000178301/ENSG00000086159/ENSG00000100170/ENSG00000165269/ENSG00000161798/ENSG00000184945/ENSG00000185176/ENSG00000167580
BP	GO:0061756	leukocyte adhesion to vascular endothelial cell	58	-0.522868952653672	-1.83267798503195	0.000184851657269306	0.00541820746529366	0.00474993088913059	5918	tags=24%, list=10%, signal=22%	ENSG00000174175/ENSG00000138821/ENSG00000099866/ENSG00000283733/ENSG00000188404/ENSG00000171236/ENSG00000012779/ENSG00000121807/ENSG00000151882/ENSG00000187210/ENSG00000196371/ENSG00000140835/ENSG00000172461/ENSG00000131142
MF	GO:1901505	carbohydrate derivative transmembrane transporter activity	53	-0.531368907634575	-1.86033545017412	0.000194865298477839	0.00566972048585888	0.00497042253199472	7801	tags=32%, list=13%, signal=28%	ENSG00000157593/ENSG00000102100/ENSG00000117620/ENSG00000198246/ENSG00000137700/ENSG00000181830/ENSG00000112759/ENSG00000164414/ENSG00000174669/ENSG00000130958/ENSG00000119899/ENSG00000108846/ENSG00000100170/ENSG00000160190/ENSG00000101194/ENSG00000182747/ENSG00000137860
BP	GO:0071715	icosanoid transport	65	-0.500673121522255	-1.83260461164616	0.000194387109894321	0.00566972048585888	0.00497042253199472	6469	tags=35%, list=11%, signal=32%	ENSG00000137204/ENSG00000174640/ENSG00000149295/ENSG00000187980/ENSG00000198049/ENSG00000137491/ENSG00000170890/ENSG00000108984/ENSG00000023839/ENSG00000101187/ENSG00000186115/ENSG00000159640/ENSG00000108846/ENSG00000168065/ENSG00000091262/ENSG00000188784/ENSG00000141655/ENSG00000069764/ENSG00000101188/ENSG00000007171/ENSG00000132911/ENSG00000188257/ENSG00000138308
BP	GO:0033120	positive regulation of RNA splicing	47	0.726883571295024	1.81750889327095	0.000195649794915721	0.00567169405480959	0.00497215268282059	1131	tags=11%, list=2%, signal=10%	ENSG00000244395/ENSG00000242389/ENSG00000169800/ENSG00000234414/ENSG00000226941
BP	GO:0032527	protein exit from endoplasmic reticulum	46	-0.572017599839258	-1.95263899767736	0.000198000902065092	0.00571890196694577	0.00501353801579341	14284	tags=41%, list=24%, signal=31%	ENSG00000071537/ENSG00000101294/ENSG00000157020/ENSG00000186480/ENSG00000168936/ENSG00000148396/ENSG00000068912/ENSG00000088298/ENSG00000182107/ENSG00000131871/ENSG00000198833/ENSG00000051108/ENSG00000099958/ENSG00000120341/ENSG00000135968/ENSG00000198168/ENSG00000174672/ENSG00000186198/ENSG00000182747
BP	GO:0030195	negative regulation of blood coagulation	50	-0.553905553916628	-1.93908678017414	0.000199471044187668	0.00574041397709528	0.00503239675498916	4784	tags=30%, list=8%, signal=28%	ENSG00000164344/ENSG00000164867/ENSG00000003436/ENSG00000115718/ENSG00000079385/ENSG00000113889/ENSG00000180210/ENSG00000088926/ENSG00000171564/ENSG00000171557/ENSG00000163737/ENSG00000109072/ENSG00000091583/ENSG00000171560/ENSG00000127324
BP	GO:0045834	positive regulation of lipid metabolic process	133	-0.406827710918922	-1.56808828848657	0.000200673112513558	0.0057540833783779	0.00504438018526645	7113	tags=20%, list=12%, signal=18%	ENSG00000181722/ENSG00000025434/ENSG00000234906/ENSG00000109819/ENSG00000183655/ENSG00000102468/ENSG00000100219/ENSG00000177666/ENSG00000132855/ENSG00000214456/ENSG00000069122/ENSG00000254647/ENSG00000181092/ENSG00000158715/ENSG00000110243/ENSG00000182156/ENSG00000130988/ENSG00000009950/ENSG00000132170/ENSG00000130513/ENSG00000135346/ENSG00000118137/ENSG00000124253/ENSG00000012504/ENSG00000158874/ENSG00000163586/ENSG00000110244
BP	GO:0009312	oligosaccharide biosynthetic process	27	-0.686976540053646	-2.14324239112082	0.000206294311014532	0.00589391038761374	0.00516696106363968	4486	tags=37%, list=8%, signal=34%	ENSG00000162630/ENSG00000033170/ENSG00000176920/ENSG00000156413/ENSG00000130383/ENSG00000171124/ENSG00000070526/ENSG00000183778/ENSG00000196371/ENSG00000172461
BP	GO:0090209	negative regulation of triglyceride metabolic process	16	-0.795672626802615	-2.1036837818498	0.000209136149923865	0.00595360967804843	0.00521929710014461	152	tags=38%, list=0%, signal=37%	ENSG00000105851/ENSG00000214456/ENSG00000111701/ENSG00000187288/ENSG00000110245/ENSG00000283926
BP	GO:0045948	positive regulation of translational initiation	29	-0.673548951026059	-2.11317617681631	0.000211455391313355	0.00597663559590675	0.00523948302310648	156	tags=24%, list=0%, signal=24%	ENSG00000092345/ENSG00000102580/ENSG00000130956/ENSG00000205916/ENSG00000187191/ENSG00000188120/ENSG00000205944
BP	GO:0006446	regulation of translational initiation	83	-0.452677667999051	-1.70359915074242	0.000211146289084309	0.00597663559590675	0.00523948302310648	156	tags=12%, list=0%, signal=12%	ENSG00000173812/ENSG00000092345/ENSG00000102580/ENSG00000130956/ENSG00000183655/ENSG00000153064/ENSG00000205916/ENSG00000187191/ENSG00000188120/ENSG00000205944
BP	GO:0050685	positive regulation of mRNA processing	36	0.767018312175268	1.8454898578068	0.000215328513686682	0.0060644478908057	0.00531646463273617	1131	tags=14%, list=2%, signal=14%	ENSG00000244395/ENSG00000242389/ENSG00000169800/ENSG00000234414/ENSG00000226941
BP	GO:0090077	foam cell differentiation	39	-0.593938681942966	-1.94799854414501	0.000224295243408002	0.00629458353308838	0.00551821556290458	3099	tags=23%, list=5%, signal=22%	ENSG00000181092/ENSG00000167780/ENSG00000132170/ENSG00000069764/ENSG00000132693/ENSG00000188257/ENSG00000135744/ENSG00000163737/ENSG00000084674
BP	GO:0007043	cell-cell junction assembly	161	-0.369905294457219	-1.47913800017896	0.000225911158375725	0.00631752970807593	0.00553833157840582	5670	tags=22%, list=10%, signal=20%	ENSG00000261371/ENSG00000179776/ENSG00000149564/ENSG00000139567/ENSG00000151490/ENSG00000159261/ENSG00000154229/ENSG00000171914/ENSG00000181885/ENSG00000134817/ENSG00000126016/ENSG00000124429/ENSG00000189143/ENSG00000179921/ENSG00000174607/ENSG00000124171/ENSG00000159640/ENSG00000133216/ENSG00000057294/ENSG00000197822/ENSG00000163251/ENSG00000130234/ENSG00000161270/ENSG00000106404/ENSG00000112115/ENSG00000213937/ENSG00000253958/ENSG00000135744/ENSG00000184697/ENSG00000165215/ENSG00000012504/ENSG00000165376/ENSG00000169562/ENSG00000079112/ENSG00000066405
BP	GO:0006677	glycosylceramide metabolic process	21	-0.725156362905473	-2.11004940909124	0.000233641999121782	0.00648786940719223	0.00568766174039397	6114	tags=52%, list=10%, signal=47%	ENSG00000163932/ENSG00000070610/ENSG00000162630/ENSG00000115850/ENSG00000184005/ENSG00000054983/ENSG00000174607/ENSG00000207608/ENSG00000103089/ENSG00000249948/ENSG00000128242
MF	GO:0008235	metalloexopeptidase activity	65	-0.496974773044543	-1.81906761478257	0.000232942425766612	0.00648786940719223	0.00568766174039397	2483	tags=15%, list=4%, signal=15%	ENSG00000102996/ENSG00000159640/ENSG00000072657/ENSG00000120054/ENSG00000158516/ENSG00000150656/ENSG00000122121/ENSG00000166825/ENSG00000015413/ENSG00000112818
BP	GO:0043648	dicarboxylic acid metabolic process	99	-0.442704092474523	-1.71408962466586	0.000236143593266902	0.00653440698291701	0.00572845941561337	8052	tags=20%, list=14%, signal=17%	ENSG00000108381/ENSG00000059573/ENSG00000136750/ENSG00000076351/ENSG00000144908/ENSG00000107537/ENSG00000172340/ENSG00000153086/ENSG00000162882/ENSG00000128683/ENSG00000130707/ENSG00000151376/ENSG00000100031/ENSG00000126522/ENSG00000110195/ENSG00000103485/ENSG00000250799/ENSG00000124253/ENSG00000012504/ENSG00000182333
MF	GO:0015485	cholesterol binding	54	-0.531373645912382	-1.86572088019666	0.000244934862596494	0.0067540575003089	0.00592101844626258	3146	tags=28%, list=5%, signal=26%	ENSG00000109084/ENSG00000144645/ENSG00000102003/ENSG00000189058/ENSG00000072858/ENSG00000131748/ENSG00000167780/ENSG00000006025/ENSG00000023171/ENSG00000112212/ENSG00000007062/ENSG00000015520/ENSG00000118137/ENSG00000158874/ENSG00000110245
BP	GO:0019433	triglyceride catabolic process	31	-0.635903856203756	-1.98097356507368	0.000260964607319126	0.00685371797300168	0.00600838689066066	5729	tags=42%, list=10%, signal=38%	ENSG00000074416/ENSG00000177666/ENSG00000105851/ENSG00000214456/ENSG00000101670/ENSG00000187021/ENSG00000110243/ENSG00000166035/ENSG00000021826/ENSG00000266200/ENSG00000110245/ENSG00000084674/ENSG00000110244
MF	GO:0032931	histone H3K56 acetyltransferase activity	21	0.822402970947812	1.82359660268019	0.000261539402052882	0.00685371797300168	0.00600838689066066	162	tags=5%, list=0%, signal=5%	ENSG00000172288
MF	GO:0043992	histone H3K9 acetyltransferase activity	21	0.822402970947812	1.82359660268019	0.000261539402052882	0.00685371797300168	0.00600838689066066	162	tags=5%, list=0%, signal=5%	ENSG00000172288
MF	GO:0043993	histone H3K18 acetyltransferase activity	21	0.822402970947812	1.82359660268019	0.000261539402052882	0.00685371797300168	0.00600838689066066	162	tags=5%, list=0%, signal=5%	ENSG00000172288
MF	GO:0043994	histone H3K23 acetyltransferase activity	21	0.822402970947812	1.82359660268019	0.000261539402052882	0.00685371797300168	0.00600838689066066	162	tags=5%, list=0%, signal=5%	ENSG00000172288
MF	GO:0043999	histone H2AK5 acetyltransferase activity	21	0.822402970947812	1.82359660268019	0.000261539402052882	0.00685371797300168	0.00600838689066066	162	tags=5%, list=0%, signal=5%	ENSG00000172288
